0 0.581198
1 0
2 0
3 0
4 0
5 0.804377
6 0.804377
7 0.804377
8 0
9 0
10 1.00356
11 1.00356
12 1.65829
13 1.65829
14 1.00356
15 1.00356
16 1.00356
17 1.65829
18 3.30556
19 3.30556
20 3.30556
21 3.30556
22 3.30556
23 4.78329
24 4.78329
25 4.78329
26 4.78329
27 4.78329
28 4.78329
29 4.78329
30 4.78329
31 4.78329
32 4.78329
33 4.78329
34 4.78329
35 4.78329
36 4.78329
37 4.78329
38 4.78329
39 4.78329
40 4.78329
41 4.78329
42 4.78329
43 4.78329
44 4.78329
45 4.78329
46 4.78329
47 4.78329
48 4.78329
49 4.78329
50 4.78329
51 4.78329
52 4.78329
53 4.78329
54 4.78329
55 4.78329
56 4.78329
57 4.78329
58 4.78329
59 4.78329
60 4.78329
61 4.78329
62 4.78329
63 4.78329
64 4.78329
65 4.78329
66 4.78329
67 4.78329
68 4.78329
69 4.78329
70 4.78329
71 4.78329
72 4.78329
73 4.78329
74 4.78329
75 4.78329
76 4.78329
77 4.78329
78 4.78329
79 4.78329
80 4.78329
81 4.78329
82 4.78329
83 4.78329
84 4.78329
85 4.78329
86 4.78329
87 4.78329
88 4.78329
89 4.78329
90 4.78329
91 4.78329
92 4.78329
93 4.78329
94 4.78329
95 4.78329
96 4.78329
97 4.78329
98 4.78329
99 4.78329
100 4.78329
