1 0.000108272
2 4.58295e-05
3 2.90664e-05
4 2.1282e-05
5 1.67864e-05
6 1.38589e-05
7 1.18008e-05
8 1.0275e-05
9 9.09852e-06
10 8.1638e-06
11 7.40324e-06
12 6.77231e-06
13 6.24048e-06
14 5.7861e-06
15 5.39339e-06
